customer_id,customer_name,customer_segment,country,region,signup_date
C00485,Customer 485,SMB,CA,North America,2020-07-26
C00486,Customer 486,SMB,US,North America,2023-06-19
C00487,Customer 487,Enterprise,UK,Europe,2020-11-11
C00488,Customer 488,Corporate,UK,Europe,2023-11-19
C00489,Customer 489,Enterprise,UK,Europe,2020-03-30
C00490,Customer 490,SMB,AU,APAC,2023-10-17
C00491,Customer 491,Enterprise,DE,Europe,2023-06-04
C00492,Customer 492,Enterprise,FR,Europe,2021-04-24
C00493,Customer 493,SMB,DE,Europe,2022-08-18
C00494,Customer 494,SMB,DE,Europe,2023-10-21
C00495,Customer 495,Enterprise,BR,LATAM,2021-07-31
C00496,Customer 496,Enterprise,AU,APAC,2020-11-27
C00497,Customer 497,Corporate,DE,Europe,2021-05-27
C00498,Customer 498,Enterprise,US,North America,2022-01-30
C00499,Customer 499,Consumer,CA,North America,2021-08-06
C00500,Customer 500,Corporate,CA,North America,2021-07-12
C00501,Customer 501,Corporate,BR,LATAM,2022-06-14
C00502,Customer 502,Corporate,CA,North America,2022-07-12
C00503,Customer 503,Consumer,JP,APAC,2022-04-29
C00504,Customer 504,Enterprise,US,North America,2022-10-25
C00505,Customer 505,Corporate,JP,APAC,2022-03-01
C00506,Customer 506,SMB,CA,North America,2021-04-04
C00507,Customer 507,SMB,US,North America,2020-07-21
C00508,Customer 508,Corporate,JP,APAC,2020-10-08
C00509,Customer 509,SMB,US,North America,2022-08-25
C00510,Customer 510,Enterprise,UK,Europe,2022-07-07
C00511,Customer 511,Consumer,US,North America,2020-02-08
C00512,Customer 512,Corporate,FR,Europe,2020-11-02
C00513,Customer 513,Consumer,AU,APAC,2021-08-13
C00514,Customer 514,SMB,DE,Europe,2020-09-06
C00515,Customer 515,Corporate,US,North America,2022-05-09
C00516,Customer 516,Consumer,BR,LATAM,2020-08-15
C00517,Customer 517,Consumer,BR,LATAM,2023-07-18
C00518,Customer 518,Corporate,DE,Europe,2021-08-19
C00519,Customer 519,Consumer,AU,APAC,2023-06-13
C00520,Customer 520,Corporate,JP,APAC,2023-03-14
C00521,Customer 521,Corporate,AU,APAC,2023-09-22
C00522,Customer 522,SMB,CA,North America,2020-05-18
C00523,Customer 523,Enterprise,US,North America,2022-08-20
C00524,Customer 524,Enterprise,US,North America,2022-02-03
C00525,Customer 525,Consumer,FR,Europe,2022-01-01
C00526,Customer 526,SMB,CA,North America,2021-05-08
C00527,Customer 527,SMB,CA,North America,2020-09-30
C00528,Customer 528,SMB,US,North America,2023-01-23
C00529,Customer 529,Corporate,JP,APAC,2023-11-03
C00530,Customer 530,Enterprise,BR,LATAM,2023-07-17
C00531,Customer 531,Corporate,UK,Europe,2020-05-09
C00532,Customer 532,Consumer,BR,LATAM,2021-08-23
C00533,Customer 533,Consumer,DE,Europe,2021-02-12
C00534,Customer 534,SMB,US,North America,2021-09-27
C00535,Customer 535,Enterprise,AU,APAC,2021-06-02
C00536,Customer 536,Corporate,US,North America,2021-08-08
C00537,Customer 537,Consumer,JP,APAC,2023-09-04
C00538,Customer 538,SMB,JP,APAC,2020-09-11
C00539,Customer 539,Enterprise,JP,APAC,2022-03-30
C00540,Customer 540,Enterprise,BR,LATAM,2021-11-25
C00541,Customer 541,Enterprise,UK,Europe,2023-11-18
C00542,Customer 542,SMB,BR,LATAM,2022-11-29
C00543,Customer 543,Consumer,FR,Europe,2022-05-19
C00544,Customer 544,Enterprise,CA,North America,2023-05-18
C00545,Customer 545,SMB,UK,Europe,2021-10-19
C00546,Customer 546,Consumer,CA,North America,2021-11-02
C00547,Customer 547,SMB,FR,Europe,2022-07-02
C00548,Customer 548,Corporate,AU,APAC,2023-11-13
C00549,Customer 549,SMB,BR,LATAM,2022-07-04
C00550,Customer 550,SMB,US,North America,2023-06-13
C00551,Customer 551,SMB,AU,APAC,2023-08-02
C00552,Customer 552,Consumer,US,North America,2023-10-06
C00553,Customer 553,SMB,AU,APAC,2022-11-16
C00554,Customer 554,Consumer,UK,Europe,2020-10-19
C00555,Customer 555,Consumer,BR,LATAM,2020-09-15
C00556,Customer 556,Corporate,CA,North America,2023-08-14
C00557,Customer 557,SMB,JP,APAC,2022-02-23
C00558,Customer 558,Corporate,US,North America,2023-10-22
C00559,Customer 559,SMB,BR,LATAM,2022-01-31
C00560,Customer 560,Consumer,BR,LATAM,2023-03-21
C00561,Customer 561,SMB,UK,Europe,2022-03-26
C00562,Customer 562,SMB,JP,APAC,2021-05-26
C00563,Customer 563,Consumer,CA,North America,2021-01-16
C00564,Customer 564,Enterprise,BR,LATAM,2023-02-24
C00565,Customer 565,SMB,CA,North America,2021-06-17
C00566,Customer 566,Corporate,BR,LATAM,2023-06-07
C00567,Customer 567,Enterprise,FR,Europe,2021-02-13
C00568,Customer 568,Corporate,CA,North America,2020-05-31
C00569,Customer 569,Corporate,BR,LATAM,2023-12-31
C00570,Customer 570,Consumer,BR,LATAM,2023-10-28
C00571,Customer 571,SMB,JP,APAC,2023-12-24
C00572,Customer 572,SMB,CA,North America,2021-09-06
C00573,Customer 573,Corporate,UK,Europe,2022-01-10
C00574,Customer 574,Consumer,DE,Europe,2021-02-15
C00575,Customer 575,Corporate,UK,Europe,2022-10-08
C00576,Customer 576,SMB,US,North America,2023-02-08
C00577,Customer 577,Enterprise,JP,APAC,2023-02-03
C00578,Customer 578,Consumer,UK,Europe,2020-05-14
C00579,Customer 579,Enterprise,FR,Europe,2022-09-07
C00580,Customer 580,Enterprise,AU,APAC,2023-03-23
C00581,Customer 581,Corporate,CA,North America,2021-10-11
C00582,Customer 582,Enterprise,CA,North America,2022-08-12
C00583,Customer 583,Corporate,JP,APAC,2023-02-03
C00584,Customer 584,Corporate,UK,Europe,2022-06-05
C00585,Customer 585,Consumer,US,North America,2022-11-27
C00586,Customer 586,SMB,UK,Europe,2020-12-03
C00587,Customer 587,SMB,UK,Europe,2023-12-23
C00588,Customer 588,SMB,DE,Europe,2022-11-28
C00589,Customer 589,Consumer,FR,Europe,2021-05-28
C00590,Customer 590,SMB,DE,Europe,2020-09-13
C00591,Customer 591,Consumer,FR,Europe,2022-10-26
C00592,Customer 592,Corporate,UK,Europe,2020-12-16
C00593,Customer 593,Consumer,JP,APAC,2020-02-28
C00594,Customer 594,Consumer,CA,North America,2023-08-06
C00595,Customer 595,Corporate,FR,Europe,2023-03-17
C00596,Customer 596,Consumer,AU,APAC,2022-10-16
C00597,Customer 597,SMB,FR,Europe,2022-09-16
C00598,Customer 598,Enterprise,DE,Europe,2021-09-01
C00599,Customer 599,Consumer,BR,LATAM,2023-11-11
C00600,Customer 600,Corporate,US,North America,2022-06-19
C00601,Customer 601,Enterprise,AU,APAC,2022-08-09
C00602,Customer 602,SMB,DE,Europe,2023-05-27
C00603,Customer 603,SMB,UK,Europe,2021-10-15
C00604,Customer 604,Enterprise,JP,APAC,2020-09-24
C00605,Customer 605,Consumer,JP,APAC,2021-10-15
C00606,Customer 606,Enterprise,DE,Europe,2020-09-07
C00607,Customer 607,Enterprise,FR,Europe,2021-05-22
C00608,Customer 608,Consumer,UK,Europe,2020-04-13
C00609,Customer 609,Enterprise,FR,Europe,2023-06-14
C00610,Customer 610,Corporate,AU,APAC,2020-11-23
C00611,Customer 611,SMB,JP,APAC,2021-01-23
C00612,Customer 612,Enterprise,UK,Europe,2022-11-20
C00613,Customer 613,Enterprise,BR,LATAM,2021-09-23
C00614,Customer 614,Consumer,BR,LATAM,2020-07-03
C00615,Customer 615,Enterprise,AU,APAC,2021-05-08
C00616,Customer 616,SMB,DE,Europe,2020-04-09
C00617,Customer 617,SMB,US,North America,2022-10-10
C00618,Customer 618,SMB,BR,LATAM,2023-01-04
C00619,Customer 619,Consumer,US,North America,2022-06-01
C00620,Customer 620,SMB,UK,Europe,2022-01-19
C00621,Customer 621,SMB,AU,APAC,2020-04-02
C00622,Customer 622,Consumer,AU,APAC,2023-03-13
C00623,Customer 623,SMB,DE,Europe,2023-02-07
C00624,Customer 624,Consumer,FR,Europe,2022-03-02
C00625,Customer 625,SMB,BR,LATAM,2023-06-30
C00626,Customer 626,Corporate,CA,North America,2020-07-17
C00627,Customer 627,SMB,AU,APAC,2021-11-25
C00628,Customer 628,Corporate,JP,APAC,2021-02-11
C00629,Customer 629,Consumer,AU,APAC,2020-04-02
C00630,Customer 630,Corporate,US,North America,2021-11-13
C00631,Customer 631,Enterprise,BR,LATAM,2020-11-01
C00632,Customer 632,SMB,UK,Europe,2023-06-09
C00633,Customer 633,Corporate,JP,APAC,2022-03-15
C00634,Customer 634,SMB,FR,Europe,2022-11-04
C00635,Customer 635,SMB,BR,LATAM,2022-08-30
C00636,Customer 636,SMB,US,North America,2021-11-09
C00637,Customer 637,Enterprise,CA,North America,2023-04-10
C00638,Customer 638,Consumer,FR,Europe,2023-05-07
C00639,Customer 639,SMB,BR,LATAM,2023-09-04
C00640,Customer 640,Consumer,DE,Europe,2023-04-10
C00641,Customer 641,Corporate,BR,LATAM,2022-12-09
C00642,Customer 642,Corporate,AU,APAC,2023-10-26
C00643,Customer 643,Consumer,DE,Europe,2023-03-18
C00644,Customer 644,Corporate,CA,North America,2020-02-08
C00645,Customer 645,SMB,BR,LATAM,2022-05-07
C00646,Customer 646,Enterprise,UK,Europe,2023-11-15
C00647,Customer 647,Enterprise,DE,Europe,2022-10-24
C00648,Customer 648,Consumer,BR,LATAM,2023-12-16
C00649,Customer 649,Corporate,UK,Europe,2023-02-22
C00650,Customer 650,Enterprise,JP,APAC,2022-12-12
C00651,Customer 651,SMB,AU,APAC,2020-12-20
C00652,Customer 652,SMB,BR,LATAM,2023-01-23
C00653,Customer 653,SMB,JP,APAC,2023-06-03
C00654,Customer 654,Corporate,BR,LATAM,2021-05-19
C00655,Customer 655,SMB,FR,Europe,2021-04-05
C00656,Customer 656,SMB,FR,Europe,2023-12-14
C00657,Customer 657,Enterprise,DE,Europe,2021-10-11
C00658,Customer 658,SMB,BR,LATAM,2023-02-21
C00659,Customer 659,SMB,FR,Europe,2020-09-06
C00660,Customer 660,Enterprise,AU,APAC,2021-12-07
C00661,Customer 661,SMB,UK,Europe,2020-03-27
C00662,Customer 662,Consumer,FR,Europe,2021-12-10
C00663,Customer 663,SMB,BR,LATAM,2022-09-08
C00664,Customer 664,Corporate,DE,Europe,2023-01-08
C00665,Customer 665,SMB,FR,Europe,2020-10-08
C00666,Customer 666,Corporate,CA,North America,2021-05-11
C00667,Customer 667,Corporate,US,North America,2023-07-30
C00668,Customer 668,Consumer,DE,Europe,2020-07-24
C00669,Customer 669,SMB,AU,APAC,2022-08-25
C00670,Customer 670,Corporate,CA,North America,2020-01-11
C00671,Customer 671,Enterprise,UK,Europe,2023-08-30
C00672,Customer 672,Enterprise,BR,LATAM,2023-08-25
C00673,Customer 673,SMB,DE,Europe,2021-10-19
C00674,Customer 674,Consumer,FR,Europe,2020-07-02
C00675,Customer 675,Consumer,DE,Europe,2020-12-24
C00676,Customer 676,Corporate,AU,APAC,2020-03-15
C00677,Customer 677,Enterprise,AU,APAC,2021-01-16
C00678,Customer 678,Consumer,FR,Europe,2020-01-19
C00679,Customer 679,Consumer,FR,Europe,2021-11-17
C00680,Customer 680,Enterprise,FR,Europe,2023-08-06
C00681,Customer 681,Corporate,BR,LATAM,2022-10-29
C00682,Customer 682,SMB,BR,LATAM,2021-01-29
C00683,Customer 683,SMB,CA,North America,2020-11-28
C00684,Customer 684,SMB,BR,LATAM,2021-01-16
C00685,Customer 685,SMB,US,North America,2021-08-27
C00686,Customer 686,Corporate,DE,Europe,2023-06-05
C00687,Customer 687,Enterprise,AU,APAC,2022-11-21
C00688,Customer 688,Consumer,JP,APAC,2022-03-31
C00689,Customer 689,Corporate,CA,North America,2020-10-14
C00690,Customer 690,SMB,BR,LATAM,2021-05-23
C00691,Customer 691,SMB,US,North America,2022-02-24
C00692,Customer 692,Enterprise,DE,Europe,2021-06-30
C00693,Customer 693,SMB,JP,APAC,2023-04-07
C00694,Customer 694,SMB,US,North America,2023-08-31
C00695,Customer 695,Corporate,JP,APAC,2020-05-07
C00696,Customer 696,Enterprise,CA,North America,2021-09-20
C00697,Customer 697,Enterprise,UK,Europe,2023-11-06
C00698,Customer 698,Consumer,FR,Europe,2023-08-01
C00699,Customer 699,SMB,FR,Europe,2023-06-12
C00700,Customer 700,Corporate,DE,Europe,2020-09-30
C00701,Customer 701,Corporate,BR,LATAM,2022-07-20
C00702,Customer 702,Enterprise,JP,APAC,2023-12-08
C00703,Customer 703,Corporate,BR,LATAM,2021-05-21
C00704,Customer 704,Enterprise,CA,North America,2022-12-17
C00705,Customer 705,Consumer,JP,APAC,2023-03-01
C00706,Customer 706,Consumer,CA,North America,2023-01-26
C00707,Customer 707,Corporate,DE,Europe,2020-12-02
C00708,Customer 708,Enterprise,JP,APAC,2020-08-26
C00709,Customer 709,Enterprise,DE,Europe,2020-07-05
C00710,Customer 710,Consumer,BR,LATAM,2022-07-17
C00711,Customer 711,Enterprise,UK,Europe,2022-07-24
C00712,Customer 712,Enterprise,US,North America,2023-10-09
C00713,Customer 713,Consumer,FR,Europe,2022-03-21
C00714,Customer 714,Consumer,FR,Europe,2021-03-22
C00715,Customer 715,Consumer,CA,North America,2022-05-17
C00716,Customer 716,Consumer,JP,APAC,2023-01-13
C00717,Customer 717,Consumer,US,North America,2022-08-24
C00718,Customer 718,SMB,US,North America,2022-04-17
C00719,Customer 719,Corporate,UK,Europe,2023-08-06
C00720,Customer 720,SMB,AU,APAC,2022-02-22
C00721,Customer 721,Enterprise,BR,LATAM,2022-02-08
C00722,Customer 722,Corporate,CA,North America,2023-08-31
C00723,Customer 723,Consumer,JP,APAC,2020-12-31
C00724,Customer 724,Corporate,AU,APAC,2021-04-01
C00725,Customer 725,Consumer,US,North America,2021-09-03
C00726,Customer 726,Enterprise,BR,LATAM,2022-12-25
C00727,Customer 727,Corporate,AU,APAC,2021-05-21
C00728,Customer 728,SMB,BR,LATAM,2020-11-13
C00729,Customer 729,Corporate,FR,Europe,2020-08-19
C00730,Customer 730,Enterprise,US,North America,2023-06-13
C00731,Customer 731,Corporate,US,North America,2021-02-26
C00732,Customer 732,Consumer,CA,North America,2023-05-01
C00733,Customer 733,Enterprise,US,North America,2023-05-09
C00734,Customer 734,Corporate,US,North America,2020-03-31
C00735,Customer 735,Enterprise,AU,APAC,2021-04-24
C00736,Customer 736,Consumer,DE,Europe,2020-10-13
C00737,Customer 737,Corporate,FR,Europe,2023-03-25
C00738,Customer 738,SMB,JP,APAC,2021-04-30
C00739,Customer 739,Corporate,FR,Europe,2023-09-14
C00740,Customer 740,Enterprise,DE,Europe,2021-09-07
C00741,Customer 741,Consumer,FR,Europe,2023-02-14
C00742,Customer 742,Enterprise,UK,Europe,2023-02-12
C00743,Customer 743,Consumer,BR,LATAM,2021-12-06
C00744,Customer 744,SMB,AU,APAC,2023-11-27
C00745,Customer 745,Enterprise,AU,APAC,2020-11-01
C00746,Customer 746,Enterprise,FR,Europe,2021-01-11
C00747,Customer 747,Corporate,BR,LATAM,2021-04-06
C00748,Customer 748,Corporate,FR,Europe,2022-08-06
C00749,Customer 749,Enterprise,US,North America,2022-05-03
C00750,Customer 750,Enterprise,UK,Europe,2021-05-12
C00751,Customer 751,Corporate,FR,Europe,2021-11-07
C00752,Customer 752,Enterprise,CA,North America,2022-01-29
C00753,Customer 753,Corporate,CA,North America,2020-04-15
C00754,Customer 754,Enterprise,FR,Europe,2023-10-11
C00755,Customer 755,Consumer,US,North America,2021-01-20
C00756,Customer 756,Enterprise,DE,Europe,2021-03-03
C00757,Customer 757,SMB,JP,APAC,2020-02-01
C00758,Customer 758,Corporate,DE,Europe,2020-08-28
C00759,Customer 759,Corporate,BR,LATAM,2023-11-25
C00760,Customer 760,Enterprise,DE,Europe,2021-05-05
C00761,Customer 761,SMB,JP,APAC,2022-02-18
C00762,Customer 762,SMB,BR,LATAM,2021-09-23
C00763,Customer 763,SMB,FR,Europe,2022-11-16
C00764,Customer 764,Enterprise,BR,LATAM,2020-07-20
C00765,Customer 765,SMB,BR,LATAM,2021-02-20
C00766,Customer 766,SMB,JP,APAC,2022-04-27
C00767,Customer 767,Corporate,US,North America,2020-10-25
C00768,Customer 768,SMB,US,North America,2023-02-07
C00769,Customer 769,SMB,AU,APAC,2020-11-08
C00770,Customer 770,SMB,DE,Europe,2021-04-16
C00771,Customer 771,Corporate,AU,APAC,2022-10-19
C00772,Customer 772,SMB,JP,APAC,2022-09-27
C00773,Customer 773,Enterprise,BR,LATAM,2020-12-10
C00774,Customer 774,Corporate,JP,APAC,2020-10-13
C00775,Customer 775,Corporate,BR,LATAM,2023-01-15
C00776,Customer 776,Consumer,US,North America,2020-06-01
C00777,Customer 777,Consumer,US,North America,2022-04-24
C00778,Customer 778,Corporate,UK,Europe,2020-05-19
C00779,Customer 779,Consumer,UK,Europe,2021-03-23
C00780,Customer 780,SMB,BR,LATAM,2020-05-03
C00781,Customer 781,Enterprise,BR,LATAM,2020-02-02
C00782,Customer 782,Enterprise,US,North America,2020-01-25
C00783,Customer 783,SMB,US,North America,2023-01-02
C00784,Customer 784,Consumer,FR,Europe,2022-10-25
C00785,Customer 785,Corporate,AU,APAC,2020-08-07
C00786,Customer 786,Corporate,CA,North America,2021-05-08
C00787,Customer 787,SMB,DE,Europe,2021-12-26
C00788,Customer 788,Enterprise,FR,Europe,2020-06-10
C00789,Customer 789,Enterprise,JP,APAC,2022-07-29
C00790,Customer 790,Corporate,DE,Europe,2021-09-06
C00791,Customer 791,Consumer,CA,North America,2020-07-10
C00792,Customer 792,Enterprise,AU,APAC,2022-02-11
C00793,Customer 793,Consumer,BR,LATAM,2023-07-28
C00794,Customer 794,Corporate,US,North America,2020-06-18
C00795,Customer 795,Enterprise,BR,LATAM,2023-08-13
C00796,Customer 796,Consumer,JP,APAC,2022-12-17
C00797,Customer 797,Corporate,US,North America,2021-03-08
C00798,Customer 798,SMB,BR,LATAM,2020-04-05
C00799,Customer 799,SMB,CA,North America,2023-01-17
C00800,Customer 800,Corporate,US,North America,2021-10-06
C00801,Customer 801,Corporate,US,North America,2023-04-17
C00802,Customer 802,Enterprise,UK,Europe,2020-06-06
C00803,Customer 803,Corporate,FR,Europe,2023-02-28
C00804,Customer 804,Enterprise,DE,Europe,2023-10-18
C00805,Customer 805,Enterprise,JP,APAC,2020-10-13
C00806,Customer 806,SMB,CA,North America,2020-04-19
C00807,Customer 807,Enterprise,CA,North America,2021-04-20
C00808,Customer 808,SMB,CA,North America,2023-05-24
C00809,Customer 809,SMB,AU,APAC,2020-03-01
C00810,Customer 810,Enterprise,FR,Europe,2022-10-01
C00811,Customer 811,SMB,DE,Europe,2023-02-06
C00812,Customer 812,Enterprise,AU,APAC,2021-01-15
C00813,Customer 813,Consumer,AU,APAC,2023-06-20
C00814,Customer 814,Corporate,FR,Europe,2023-12-31
C00815,Customer 815,Consumer,CA,North America,2021-07-02
C00816,Customer 816,Enterprise,UK,Europe,2023-12-28
C00817,Customer 817,Enterprise,UK,Europe,2021-10-10
C00818,Customer 818,Consumer,JP,APAC,2020-07-06
C00819,Customer 819,SMB,US,North America,2022-06-29
C00820,Customer 820,SMB,JP,APAC,2020-07-28
C00821,Customer 821,Consumer,UK,Europe,2021-01-18
C00822,Customer 822,Enterprise,AU,APAC,2023-02-14
C00823,Customer 823,Consumer,AU,APAC,2020-02-23
C00824,Customer 824,SMB,CA,North America,2023-02-09
C00825,Customer 825,SMB,CA,North America,2022-02-27
C00826,Customer 826,SMB,US,North America,2022-04-27
C00827,Customer 827,Consumer,AU,APAC,2023-02-19
C00828,Customer 828,Corporate,DE,Europe,2023-11-04
C00829,Customer 829,Corporate,AU,APAC,2020-10-11
C00830,Customer 830,SMB,FR,Europe,2021-07-03
C00831,Customer 831,Corporate,BR,LATAM,2020-05-09
C00832,Customer 832,Enterprise,UK,Europe,2021-07-19
C00833,Customer 833,SMB,AU,APAC,2022-09-18
C00834,Customer 834,SMB,CA,North America,2021-05-30
C00835,Customer 835,Enterprise,DE,Europe,2023-05-01
C00836,Customer 836,Enterprise,DE,Europe,2020-08-07
C00837,Customer 837,SMB,UK,Europe,2020-01-14
C00838,Customer 838,SMB,AU,APAC,2023-06-24
C00839,Customer 839,SMB,AU,APAC,2022-06-20
C00840,Customer 840,Enterprise,JP,APAC,2023-08-26
C00841,Customer 841,SMB,UK,Europe,2021-10-18
C00842,Customer 842,Enterprise,DE,Europe,2021-10-05
C00843,Customer 843,Enterprise,UK,Europe,2021-10-15
C00844,Customer 844,Enterprise,FR,Europe,2023-03-25
C00845,Customer 845,SMB,DE,Europe,2022-02-09
C00846,Customer 846,Enterprise,FR,Europe,2022-01-17
C00847,Customer 847,Corporate,CA,North America,2023-04-27
C00848,Customer 848,Consumer,UK,Europe,2022-08-03
C00849,Customer 849,Enterprise,DE,Europe,2021-08-19
C00850,Customer 850,Enterprise,CA,North America,2023-10-10
C00851,Customer 851,Corporate,BR,LATAM,2023-07-21
C00852,Customer 852,Corporate,FR,Europe,2021-06-01
C00853,Customer 853,Enterprise,UK,Europe,2022-02-11
C00854,Customer 854,Enterprise,CA,North America,2023-05-09
C00855,Customer 855,Enterprise,BR,LATAM,2022-12-30
C00856,Customer 856,Consumer,AU,APAC,2022-01-06
C00857,Customer 857,Consumer,CA,North America,2021-05-23
C00858,Customer 858,Corporate,JP,APAC,2023-08-18
C00859,Customer 859,Enterprise,US,North America,2021-11-10
C00860,Customer 860,Consumer,AU,APAC,2020-01-22
C00861,Customer 861,SMB,CA,North America,2021-03-30
C00862,Customer 862,Enterprise,DE,Europe,2022-02-05
C00863,Customer 863,Enterprise,AU,APAC,2023-10-23
C00864,Customer 864,SMB,UK,Europe,2020-02-20
C00865,Customer 865,Consumer,BR,LATAM,2021-08-28
C00866,Customer 866,Consumer,AU,APAC,2020-08-25
C00867,Customer 867,SMB,UK,Europe,2021-09-30
C00868,Customer 868,Enterprise,JP,APAC,2021-02-27
C00869,Customer 869,SMB,BR,LATAM,2022-09-02
C00870,Customer 870,Enterprise,CA,North America,2023-11-27
C00871,Customer 871,SMB,BR,LATAM,2020-05-17
C00872,Customer 872,Consumer,FR,Europe,2023-12-26
C00873,Customer 873,Consumer,CA,North America,2021-12-03
C00874,Customer 874,Corporate,CA,North America,2021-05-14
C00875,Customer 875,Corporate,UK,Europe,2021-11-08
C00876,Customer 876,Enterprise,AU,APAC,2021-04-19
C00877,Customer 877,Corporate,AU,APAC,2021-01-16
C00878,Customer 878,Enterprise,AU,APAC,2020-02-29
C00879,Customer 879,Enterprise,DE,Europe,2023-04-27
C00880,Customer 880,Enterprise,AU,APAC,2020-01-10
C00881,Customer 881,Corporate,DE,Europe,2021-07-24
C00882,Customer 882,Consumer,CA,North America,2023-01-04
C00883,Customer 883,SMB,UK,Europe,2021-10-29
C00884,Customer 884,Enterprise,DE,Europe,2020-08-21
C00885,Customer 885,Enterprise,FR,Europe,2022-12-16
C00886,Customer 886,Enterprise,JP,APAC,2023-06-05
C00887,Customer 887,Consumer,AU,APAC,2021-12-13
C00888,Customer 888,Enterprise,JP,APAC,2023-06-18
C00889,Customer 889,SMB,UK,Europe,2023-06-12
C00890,Customer 890,Corporate,CA,North America,2021-10-03
C00891,Customer 891,Corporate,CA,North America,2021-09-17
C00892,Customer 892,Corporate,CA,North America,2022-02-03
C00893,Customer 893,Enterprise,UK,Europe,2022-05-06
C00894,Customer 894,Enterprise,UK,Europe,2022-05-16
C00895,Customer 895,Enterprise,UK,Europe,2023-07-25
C00896,Customer 896,Corporate,UK,Europe,2022-09-29
C00897,Customer 897,Corporate,FR,Europe,2021-01-18
C00898,Customer 898,Enterprise,JP,APAC,2023-06-22
C00899,Customer 899,SMB,US,North America,2020-01-20
C00900,Customer 900,Corporate,BR,LATAM,2021-02-03
C00901,Customer 901,Enterprise,AU,APAC,2022-04-17
C00902,Customer 902,Enterprise,BR,LATAM,2023-12-25
C00903,Customer 903,Enterprise,BR,LATAM,2020-12-08
C00904,Customer 904,Consumer,CA,North America,2021-03-27
C00905,Customer 905,Consumer,FR,Europe,2021-07-16
C00906,Customer 906,SMB,DE,Europe,2020-12-10
C00907,Customer 907,Enterprise,BR,LATAM,2023-01-30
C00908,Customer 908,Consumer,CA,North America,2021-07-02
C00909,Customer 909,Consumer,JP,APAC,2022-06-22
C00910,Customer 910,Enterprise,DE,Europe,2020-07-28
C00911,Customer 911,SMB,DE,Europe,2020-03-07
C00912,Customer 912,SMB,BR,LATAM,2021-12-14
C00913,Customer 913,Enterprise,CA,North America,2020-08-28
C00914,Customer 914,Corporate,DE,Europe,2023-04-19
C00915,Customer 915,Enterprise,JP,APAC,2020-12-05
C00916,Customer 916,Corporate,UK,Europe,2021-02-27
C00917,Customer 917,SMB,US,North America,2022-12-26
C00918,Customer 918,Corporate,FR,Europe,2021-10-24
C00919,Customer 919,SMB,FR,Europe,2023-03-18
C00920,Customer 920,Consumer,FR,Europe,2020-10-04
C00921,Customer 921,Consumer,AU,APAC,2021-07-21
C00922,Customer 922,Corporate,UK,Europe,2021-05-26
C00923,Customer 923,SMB,UK,Europe,2021-05-21
C00924,Customer 924,Enterprise,AU,APAC,2020-10-18
C00925,Customer 925,Enterprise,FR,Europe,2022-02-07
C00926,Customer 926,Consumer,BR,LATAM,2023-07-21
C00927,Customer 927,Enterprise,CA,North America,2022-11-21
C00928,Customer 928,SMB,FR,Europe,2022-07-20
C00929,Customer 929,SMB,BR,LATAM,2023-04-06
C00930,Customer 930,Consumer,US,North America,2022-07-27
C00931,Customer 931,Consumer,JP,APAC,2022-12-30
C00932,Customer 932,Corporate,AU,APAC,2022-05-29
C00933,Customer 933,Enterprise,DE,Europe,2021-07-03
C00934,Customer 934,SMB,JP,APAC,2021-11-22
C00935,Customer 935,Enterprise,UK,Europe,2021-12-04
C00936,Customer 936,Consumer,US,North America,2020-07-22
C00937,Customer 937,Consumer,BR,LATAM,2020-09-11
C00938,Customer 938,Enterprise,UK,Europe,2022-07-23
C00939,Customer 939,Enterprise,US,North America,2021-02-18
C00940,Customer 940,SMB,UK,Europe,2020-11-21
C00941,Customer 941,Consumer,FR,Europe,2023-09-02
C00942,Customer 942,SMB,JP,APAC,2020-06-17
C00943,Customer 943,Corporate,JP,APAC,2020-04-16
C00944,Customer 944,SMB,AU,APAC,2023-12-03
C00945,Customer 945,Enterprise,DE,Europe,2023-09-04
C00946,Customer 946,Consumer,CA,North America,2020-01-03
C00947,Customer 947,Enterprise,DE,Europe,2020-06-08
C00948,Customer 948,Corporate,UK,Europe,2022-11-29
C00949,Customer 949,Consumer,BR,LATAM,2020-01-17
C00950,Customer 950,Consumer,JP,APAC,2022-05-14
C00951,Customer 951,Enterprise,UK,Europe,2020-05-25
C00952,Customer 952,Enterprise,DE,Europe,2020-07-01
C00953,Customer 953,Consumer,CA,North America,2021-10-03
C00954,Customer 954,SMB,JP,APAC,2020-10-07
C00955,Customer 955,Corporate,AU,APAC,2023-08-06
C00956,Customer 956,Consumer,UK,Europe,2022-12-22
C00957,Customer 957,Corporate,US,North America,2022-06-20
C00958,Customer 958,Corporate,JP,APAC,2023-07-10
C00959,Customer 959,Enterprise,UK,Europe,2023-06-15
C00960,Customer 960,Corporate,BR,LATAM,2020-06-26
C00961,Customer 961,Corporate,CA,North America,2020-09-09
C00962,Customer 962,SMB,AU,APAC,2022-05-29
C00963,Customer 963,Corporate,JP,APAC,2021-05-22
C00964,Customer 964,Consumer,FR,Europe,2021-05-23
C00965,Customer 965,Consumer,FR,Europe,2023-09-10
C00966,Customer 966,Corporate,FR,Europe,2022-11-26
C00967,Customer 967,Enterprise,DE,Europe,2021-08-28
C00968,Customer 968,Corporate,US,North America,2022-10-10
C00969,Customer 969,Consumer,AU,APAC,2021-05-08
