product_id,product_name,category,subcategory,list_price,cost_price
P00467,Shoes Product 467,Apparel,Shoes,478.12,201.07
P00468,Decor Product 468,Home,Decor,284.79,152.82
P00469,Storage Product 469,Office,Storage,1754.18,960.59
P00470,Mens Product 470,Apparel,Mens,388.85,268.66
P00471,Laptops Product 471,Electronics,Laptops,2431.11,1178.2
P00472,Tools Product 472,Home,Tools,1820.5,855.35
P00473,Kitchen Product 473,Home,Kitchen,1239.01,622.69
P00474,Shoes Product 474,Apparel,Shoes,2494.93,1345.03
P00475,Audio Product 475,Electronics,Audio,209.76,131.14
P00476,Kitchen Product 476,Home,Kitchen,673.59,348.74
P00477,Water Product 477,Sports,Water,462.19,309.07
P00478,Shoes Product 478,Apparel,Shoes,2072.35,904.76
P00479,Tools Product 479,Home,Tools,1930.35,1028.66
P00480,Laptops Product 480,Electronics,Laptops,1157.48,730.72
P00481,Fitness Product 481,Sports,Fitness,1187.34,717.67
P00482,Kids Product 482,Apparel,Kids,404.94,250.44
P00483,Winter Product 483,Sports,Winter,314.13,171.0
P00484,Womens Product 484,Apparel,Womens,907.46,377.16
P00485,Kitchen Product 485,Home,Kitchen,597.55,316.85
P00486,Laptops Product 486,Electronics,Laptops,1988.03,1143.93
P00487,Supplies Product 487,Office,Supplies,32.24,13.3
P00488,Paper Product 488,Office,Paper,395.93,249.93
P00489,Bedding Product 489,Home,Bedding,1254.8,760.14
P00490,Mens Product 490,Apparel,Mens,158.84,94.25
P00491,Outdoor Product 491,Sports,Outdoor,323.31,151.89
P00492,Team Product 492,Sports,Team,2015.76,1071.61
P00493,Kitchen Product 493,Home,Kitchen,1726.23,875.98
P00494,Decor Product 494,Home,Decor,2247.67,1226.31
P00495,Paper Product 495,Office,Paper,743.84,453.08
P00496,Outdoor Product 496,Home,Outdoor,474.7,239.39
P00497,Storage Product 497,Office,Storage,2170.48,1258.02
P00498,Fitness Product 498,Sports,Fitness,181.5,81.04
P00499,Kids Product 499,Apparel,Kids,1358.6,728.51
P00500,Water Product 500,Sports,Water,1836.81,1221.26
