review_id,fiscal_year,transaction_id,acquiring_party,target_party,transaction_value,industry_sector,review_outcome,hhi_pre_merger,hhi_post_merger,hhi_delta,market_definition,review_start_date,review_end_date,_ingested_at
145,2020,TX145,Real Estate Corporation,Virtual Reality Properties Inc,345000000,TECHNOLOGY,APPROVED,1800,1950,150,Virtual Reality Real Estate Technology,2020-10-24,2020-11-28,2025-04-08T11:41:46
146,2021,TX146,Retail Group,Omnichannel Commerce Platform,789000000,RETAIL,APPROVED,2000,2180,180,Omnichannel Commerce Platform,2021-01-02,2021-02-02,2025-04-09T13:55:29
147,2021,TX147,Defense Holdings,Quantum Encryption Corp,567000000,DEFENSE,APPROVED,1850,2000,150,Quantum Encryption Technology,2021-03-13,2021-04-17,2025-04-10T15:48:52
148,2021,TX148,Pharmaceutical Corporation,Precision Oncology Inc,2800000000,PHARMACEUTICALS,CHALLENGED,2600,3400,800,Precision Oncology Treatment,2021-05-22,2022-04-19,2025-04-11T10:32:35
149,2021,TX149,Technology Holdings,Neural Interface Systems LLC,1200000000,TECHNOLOGY,SECOND_REQUEST,2300,2750,450,Neural Interface Technology,2021-08-01,2022-02-28,2025-04-12T12:26:18
150,2021,TX150,Construction Corporation,Modular Building Systems Inc,345000000,MANUFACTURING,APPROVED,1700,1850,150,Modular Building Systems,2021-10-10,2021-11-14,2025-04-13T14:19:41
151,2022,TX151,Healthcare Group,Remote Surgery Technology,567000000,HEALTHCARE,APPROVED,1950,2100,150,Remote Surgery Technology,2022-01-15,2022-02-15,2025-04-14T16:51:22
152,2022,TX152,Telecom Alliance,Satellite Internet Corp,789000000,TELECOMMUNICATIONS,APPROVED,2100,2280,180,Satellite Internet Services,2022-03-26,2022-04-30,2025-04-15T08:45:45
153,2022,TX153,Energy Corporation,Hydrogen Fuel Technology,445000000,ENERGY,APPROVED,1650,1800,150,Hydrogen Fuel Technology,2022-06-05,2022-07-05,2025-02-16T11:38:28
154,2022,TX154,Agricultural Holdings,Indoor Farming Systems,234000000,AGRICULTURE,APPROVED,1750,1880,130,Indoor Farming Technology,2022-08-14,2022-09-14,2025-02-17T13:22:51
155,2022,TX155,Manufacturing Corporation,Nano Materials Inc,567000000,MANUFACTURING,APPROVED,1850,2000,150,Nano Materials Manufacturing,2022-10-23,2022-11-27,2025-02-18T15:47:14
156,2023,TX156,Transportation Group,Hyperloop Technology,1200000000,TRANSPORTATION,SECOND_REQUEST,2200,2700,500,Hyperloop Transportation Technology,2023-01-01,2023-07-30,2025-02-19T10:33:37
157,2023,TX157,Real Estate Holdings,Smart City Development,789000000,REAL_ESTATE,APPROVED,1950,2130,180,Smart City Real Estate Development,2023-03-12,2023-04-16,2025-02-20T12:56:20
158,2023,TX158,Retail Corporation,Augmented Reality Shopping,345000000,RETAIL,APPROVED,1800,1950,150,Augmented Reality Shopping Platform,2023-05-21,2023-06-21,2025-02-21T14:48:43
159,2023,TX159,Defense Group,Space Defense Systems,567000000,DEFENSE,APPROVED,1900,2050,150,Space Defense Technology,2023-07-30,2023-09-03,2025-02-22T16:35:16
160,2023,TX160,Pharmaceutical Holdings,Digital Therapeutics Inc,234000000,PHARMACEUTICALS,APPROVED,1700,1830,130,Digital Therapeutics Technology,2023-10-08,2023-11-08,2025-02-23T08:27:39
